Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes
724,Spain,2015,Urban population (percent),,,79.6,"Including Canary Islands, Ceuta and Melilla."
724,Spain,2015,Urban population (percent growth rate per annum),,,0.1,"Data refers to a 5-year period preceding the reference year.;Including Canary Islands, Ceuta and Melilla."
724,Spain,2015,Rural population (percent growth rate per annum),,,-1.3,"Data refers to a 5-year period preceding the reference year.;Including Canary Islands, Ceuta and Melilla."
724,Spain,2015,Capital city population (thousands),Madrid,,"6,221",
724,Spain,2015,Capital city population (as a percentage of total population),Madrid,,13.4,
724,Spain,2015,Capital city population (as a percentage of total urban population),Madrid,,16.8,
724,Spain,2018,Urban population (percent),,,80.3,"Including Canary Islands, Ceuta and Melilla."
724,Spain,2018,Capital city population (thousands),Madrid,,"6,497",
144,Sri Lanka,2005,Urban population (percent),,,18.3,
144,Sri Lanka,2005,Urban population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2005,Rural population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2005,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,614,
144,Sri Lanka,2005,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,3.1,
144,Sri Lanka,2005,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,17.2,
144,Sri Lanka,2010,Urban population (percent),,,18.2,
144,Sri Lanka,2010,Urban population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2010,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2010,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,574,
144,Sri Lanka,2010,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,2.8,
144,Sri Lanka,2010,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,15.6,
144,Sri Lanka,2015,Urban population (percent),,,18.3,
144,Sri Lanka,2015,Urban population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2015,Rural population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.
144,Sri Lanka,2015,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,581,
144,Sri Lanka,2015,Capital city population (as a percentage of total population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,2.8,
144,Sri Lanka,2015,Capital city population (as a percentage of total urban population),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,15.4,
144,Sri Lanka,2018,Urban population (percent),,,18.5,
144,Sri Lanka,2018,Capital city population (thousands),Colombo,Colombo is the capital and Sri Jayewardenepura Kotte is the legislative capital.,600,
275,State of Palestine,2005,Urban population (percent),,,73.1,Including East Jerusalem.
275,State of Palestine,2005,Urban population (percent growth rate per annum),,,2.4,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2005,Rural population (percent growth rate per annum),,,1.3,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2010,Urban population (percent),,,74.1,Including East Jerusalem.
275,State of Palestine,2010,Urban population (percent growth rate per annum),,,2.9,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2010,Rural population (percent growth rate per annum),,,1.7,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2015,Urban population (percent),,,75.4,Including East Jerusalem.
275,State of Palestine,2015,Urban population (percent growth rate per annum),,,3.1,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2015,Rural population (percent growth rate per annum),,,1.8,Including East Jerusalem.;Data refers to a 5-year period preceding the reference year.
275,State of Palestine,2018,Urban population (percent),,,76.2,Including East Jerusalem.
275,State of Palestine,2018,Capital city population (thousands),East Jerusalem,Designation and data provided by the State of Palestine. The position of the UN on Jerusalem is stated in A/RES/181 (II) and subsequent General Assembly and Security Council resolutions.,275,Designation and data provided by the State of Palestine. The position of the UN on Jerusalem is stated in A/RES/181 (II) and subsequent General Assembly and Security Council resolutions.
729,Sudan,2005,Urban population (percent),,,32.8,
729,Sudan,2005,Urban population (percent growth rate per annum),,,2.7,Data refers to a 5-year period preceding the reference year.
729,Sudan,2005,Rural population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.
729,Sudan,2005,Capital city population (thousands),Khartoum,,"3,979",
729,Sudan,2005,Capital city population (as a percentage of total population),Khartoum,,12.9,
729,Sudan,2005,Capital city population (as a percentage of total urban population),Khartoum,,39.3,
729,Sudan,2010,Urban population (percent),,,33.1,
729,Sudan,2010,Urban population (percent growth rate per annum),,,2.3,Data refers to a 5-year period preceding the reference year.
729,Sudan,2010,Rural population (percent growth rate per annum),,,2,Data refers to a 5-year period preceding the reference year.
729,Sudan,2010,Capital city population (thousands),Khartoum,,"4,517",
729,Sudan,2010,Capital city population (as a percentage of total population),Khartoum,,13.1,
729,Sudan,2010,Capital city population (as a percentage of total urban population),Khartoum,,39.7,
729,Sudan,2015,Urban population (percent),,,33.9,
729,Sudan,2015,Urban population (percent growth rate per annum),,,2.8,Data refers to a 5-year period preceding the reference year.
729,Sudan,2015,Rural population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.
729,Sudan,2015,Capital city population (thousands),Khartoum,,"5,128",
729,Sudan,2015,Capital city population (as a percentage of total population),Khartoum,,13.3,
729,Sudan,2015,Capital city population (as a percentage of total urban population),Khartoum,,39.2,
729,Sudan,2018,Urban population (percent),,,34.6,
729,Sudan,2018,Capital city population (thousands),Khartoum,,"5,534",
740,Suriname,2005,Urban population (percent),,,66.7,
740,Suriname,2005,Urban population (percent growth rate per annum),,,1.2,Data refers to a 5-year period preceding the reference year.
740,Suriname,2005,Rural population (percent growth rate per annum),,,1,Data refers to a 5-year period preceding the reference year.
740,Suriname,2010,Urban population (percent),,,66.3,
740,Suriname,2010,Urban population (percent growth rate per annum),,,1,Data refers to a 5-year period preceding the reference year.
740,Suriname,2010,Rural population (percent growth rate per annum),,,1.3,Data refers to a 5-year period preceding the reference year.
740,Suriname,2015,Urban population (percent),,,66.1,
740,Suriname,2015,Urban population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.
740,Suriname,2015,Rural population (percent growth rate per annum),,,1.2,Data refers to a 5-year period preceding the reference year.
740,Suriname,2018,Urban population (percent),,,66.1,
740,Suriname,2018,Capital city population (thousands),Paramaribo,,239,Refers to the total population of the District of Paramaribo.
752,Sweden,2005,Urban population (percent),,,84.3,
752,Sweden,2005,Urban population (percent growth rate per annum),,,0.4,Data refers to a 5-year period preceding the reference year.
752,Sweden,2005,Rural population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.
752,Sweden,2005,Capital city population (thousands),Stockholm,,"1,248","Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2005,Capital city population (as a percentage of total population),Stockholm,,13.8,"Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2005,Capital city population (as a percentage of total urban population),Stockholm,,16.4,"Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2010,Urban population (percent),,,85.1,
752,Sweden,2010,Urban population (percent growth rate per annum),,,0.9,Data refers to a 5-year period preceding the reference year.
752,Sweden,2010,Rural population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.
752,Sweden,2010,Capital city population (thousands),Stockholm,,"1,360","Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2010,Capital city population (as a percentage of total population),Stockholm,,14.5,"Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2010,Capital city population (as a percentage of total urban population),Stockholm,,17,"Refers to ""tätort"" (according to the administrative divisions of 2005)."
752,Sweden,2015,Urban population (percent),,,86.6,
752,Sweden,2015,Urban population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.
752,Sweden,2015,Rural population (percent growth rate per annum),,,-1.3,Data refers to a 5-year period preceding the reference year.
