Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
682,Saudi Arabia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
682,Saudi Arabia,1995,Industry (% of gross value added),48.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2005,Industry (% of gross value added),61.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2010,Industry (% of gross value added),58.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2015,Industry (% of gross value added),45.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2018,Industry (% of gross value added),49.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2019,Industry (% of gross value added),47.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2020,Industry (% of gross value added),41.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,1995,Services (% of gross value added),45.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2005,Services (% of gross value added),35,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2010,Services (% of gross value added),39.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2015,Services (% of gross value added),52,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2018,Services (% of gross value added),48.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2019,Services (% of gross value added),50.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
682,Saudi Arabia,2020,Services (% of gross value added),56.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",18.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",16,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",16,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
686,Senegal,1995,Industry (% of gross value added),28.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2005,Industry (% of gross value added),26.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2010,Industry (% of gross value added),25.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2015,Industry (% of gross value added),26.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2018,Industry (% of gross value added),26.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2019,Industry (% of gross value added),25.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,2020,Industry (% of gross value added),26,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
686,Senegal,1995,Services (% of gross value added),52.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2005,Services (% of gross value added),57.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2010,Services (% of gross value added),57.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2015,Services (% of gross value added),57.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2018,Services (% of gross value added),57.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2019,Services (% of gross value added),57.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
686,Senegal,2020,Services (% of gross value added),57.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
688,Serbia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
688,Serbia,1995,Industry (% of gross value added),37.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2005,Industry (% of gross value added),35.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2010,Industry (% of gross value added),30.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2015,Industry (% of gross value added),30.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2018,Industry (% of gross value added),30.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2019,Industry (% of gross value added),30.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,2020,Industry (% of gross value added),30,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
688,Serbia,1995,Services (% of gross value added),45,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
688,Serbia,2005,Services (% of gross value added),56.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
